"ID","d","var","ci_lower","ci_upper"
1,0.0991944158719726,0.0250311377599373,-0.213289480419944,0.411678312163889
2,0.148250158176866,0.0250695509791122,-0.164473417806051,0.460973734159784
3,-0.0774201477316509,0.0250189679723886,-0.389828072147983,0.234987776684681
4,0.331101947952909,0.0253469256327159,0.0166531121087892,0.645550783797029
5,-0.0302368436436743,0.0250028932490935,-0.34254439066145,0.282070703374101
6,-0.0144786172235817,0.0250006633872048,-0.326772237488613,0.297815003041449
7,0.00851244841105541,0.0250002293094239,-0.303778460719715,0.320803357541826
8,-0.0785124596227901,0.0250195069820127,-0.390923749285266,0.233898830039686
9,0.177123194081849,0.0250992804616511,-0.135785753298786,0.490032141462483
10,0.0568467272115183,0.0250102264252996,-0.255506615273789,0.369200069696825
11,0.1106963375292,0.0250387774656404,-0.201835241431013,0.423227916489412
12,0.0803323193585333,0.0250204217770048,-0.232084681640923,0.39274932035799
13,-0.0493398974216102,0.0250077038780936,-0.361677487432177,0.262997692588956
14,-0.129156579676671,0.0250527893103601,-0.441775593646104,0.183462434292762
15,-0.026742697037661,0.0250022632020407,-0.339046309117043,0.285560915041721
16,0.259836543608801,0.0252136551563119,-0.0537845394545053,0.573457626672107
17,-0.0846346633582751,0.0250226678045626,-0.397065686532363,0.227796359815812
18,-0.035649100888195,0.0250040217037789,-0.347963695509118,0.276665493732728
19,0.11164833771939,0.0250394473142896,-0.200887421705626,0.424184097144407
20,0.252643331985905,0.0252019894088511,-0.0609051902444348,0.566191854216244
21,0.140160486566542,0.0250621676012486,-0.172517035014338,0.452838008147422
22,-0.251669418911412,0.025200435115238,-0.565208272183244,0.0618694343604203
23,-0.388437934792636,0.0254774811050189,-0.703695552916825,-0.0731803166684472
24,0.115701500190238,0.0250423634086907,-0.196852457664508,0.428255458044983
25,0.147760413503064,0.0250690922145525,-0.164960301097332,0.46048112810346
26,0.155886268478008,0.0250769004072785,-0.156883143408352,0.468655680364369
27,-0.258708365678493,0.0252118038559242,-0.572317934792569,0.0549012034355828
28,-0.0894497311971365,0.025025320425352,-0.401897314137573,0.2229978517433
29,0.18428013210216,0.0251074657186316,-0.128679833302057,0.497240097506377
30,0.162347928306847,0.0250834077526124,-0.150462062090401,0.475157918704095
31,-0.0706147909346525,0.0250157799009454,-0.383002810243108,0.241773228373803
32,0.119076851201674,0.0250448711914307,-0.193492756090503,0.431646458493851
33,-0.0323186798668389,0.0250033053704694,-0.344628800748454,0.279991441014776
34,0.116699672211803,0.025043097511058,-0.195858866778419,0.429258211202026
35,-0.160149058194429,0.0250811636735461,-0.472945055555739,0.152646939166881
36,0.0913480547747751,0.0250264065414909,-0.221106308312222,0.403802417861772
37,0.0679882368981758,0.0250146278492295,-0.244392589124708,0.380369062921059
38,0.0215767707100358,0.025001473281754,-0.29072190787782,0.333875449297891
39,0.0506419656125666,0.0250081158502567,-0.261698197082466,0.3629821283076
40,-0.192745654826538,0.0251175660995396,-0.505768563600885,0.120277253947808
41,-0.0269268224110909,0.0250022944739404,-0.339230629799276,0.285376984977094
42,-0.128926586496515,0.0250526014705875,-0.441544428492763,0.183691255499732
43,0.132484725723642,0.0250555449447787,-0.180151480743134,0.445120932190419
44,-0.167926234778508,0.0250892380390091,-0.480772577211423,0.144920107654407
45,-0.341490782342778,0.0253690378304591,-0.656076748013778,-0.0269048166717779
46,0.0822318229994978,0.0250213989642842,-0.230191278755198,0.394654924754193
47,-0.0877158607308928,0.025024348329822,-0.400157375180633,0.224725653718848
48,-0.124228037921306,0.025048837358879,-0.436822393879898,0.188366318037286
49,0.26803310872358,0.0252273473018102,-0.0456731179385785,0.581739335385739
50,-0.17785397541868,0.0251001013815577,-0.49076803989986,0.1350600890625
51,-0.0270642893623719,0.0250023179612617,-0.339368243440657,0.285239664715913
52,0.172643671691628,0.0250943222701746,-0.140234367649511,0.485521711032767
53,-0.0773543061247939,0.0250189357236584,-0.389762029198646,0.235053416949058
54,0.179827479976273,0.0251023351979577,-0.133100508293643,0.492755468246188
55,-0.318681540853767,0.025321385836965,-0.63297191599944,-0.00439116570809389
