"ID","d","var","ci_lower","ci_upper"
1,0.109596205721681,0.0125188857363343,-0.110537716620999,0.329730128064362
2,-0.133582160317065,0.0125280569081053,-0.353796701511933,0.0866323808778023
3,0.070434028343102,0.0125078002395419,-0.149602407913278,0.290470464599483
4,0.245559337258112,0.0125948103586708,0.0247588891295955,0.466359785386628
5,0.0287947777401079,0.0125013036780269,-0.191184507543167,0.248774063023383
6,0.0450441282966137,0.0125031902098962,-0.17495175454671,0.265040011139937
7,0.08956395604208,0.0125126127393426,-0.130514806740426,0.309642718824586
8,0.0537683216537323,0.0125045456484488,-0.166239485459115,0.273776128766579
9,0.021501424178585,0.0125007269044681,-0.198472786445999,0.241475634803169
10,-0.0956814878537533,0.0125143945709401,-0.315775919998928,0.124412944291421
11,-0.13520023634706,0.0125287407294156,-0.355420787465987,0.0850203147718674
12,-0.0124161189311928,0.0125002423899518,-0.232386066534441,0.207553828672055
13,0.11709095798605,0.0125215570635882,-0.10306644960891,0.337248365581009
14,0.0703106924072042,0.0125077729457025,-0.149725503773291,0.290346888587699
15,-0.21074428769569,0.0125698320043968,-0.431325678575122,0.00983710318374273
16,-0.0643489489784482,0.0125065106717526,-0.284374041944666,0.155676143987769
17,0.119778186851073,0.0125225578837191,-0.100388018913386,0.339944392615532
18,-0.00431463868674854,0.0125000292706085,-0.224282711124334,0.215653433750837
19,0.0222779021284389,0.0125007803536529,-0.197696778765985,0.242252583022862
20,-0.116569453497467,0.0125213654677495,-0.33672517674102,0.103586269746086
21,-0.0504188681372629,0.0125039969532457,-0.270421848263344,0.169584111988818
22,0.016837368896082,0.0125004457499864,-0.203134367989039,0.236809105781203
23,0.0767961508135331,0.0125092730326726,-0.143253239703646,0.296845541330712
24,-0.00668971309102182,0.0125000703651906,-0.226658147107305,0.213278720925261
25,0.0147904304497175,0.0125003439572844,-0.20518041080482,0.234761271704255
26,-0.0302799602501749,0.0125014416289194,-0.250260459257067,0.189700538756717
27,-0.0666186707005096,0.0125069780617703,-0.286647874988183,0.153410533587164
28,-0.0756071529099082,0.0125089881156779,-0.295654037439414,0.144439731619598
29,0.124085390297104,0.012524209408939,-0.0960953331903696,0.344266113784578
30,-0.0988302317942448,0.012515357570309,-0.318933132056703,0.121272668468214
31,-0.0199801080211755,0.0125006276803719,-0.239953445625106,0.199993229582755
32,0.0166196420424305,0.0125004342963862,-0.203351994067528,0.236591278152389
33,-0.100872831186956,0.0125159989435089,-0.320981371172135,0.119235708798224
34,-0.0253212677262423,0.0125010081235837,-0.245297952631144,0.194655417178659
35,-0.125307425472513,0.0125246886020103,-0.345492361124783,0.0948775101797559
36,-0.0761335797059833,0.0125091137137718,-0.29618156893715,0.143914409525183
37,0.080300041748005,0.0125101385168313,-0.139756960960829,0.300357044456839
38,-0.082103793164863,0.012510599108258,-0.302164846805498,0.137957260475772
39,0.070940337260065,0.0125079127852996,-0.14909708894304,0.29097776346317
40,0.273341258437856,0.0126174771125226,0.0523422134466517,0.494340303429059
41,-0.0999461670241858,0.0125157063463881,-0.320052134162333,0.120159800113961
42,0.0232724193014464,0.0125008515809751,-0.19670288828126,0.243247726884153
43,0.0162667844657733,0.0125004160507498,-0.203704691108804,0.236238260040351
44,0.0421342515722235,0.0125027913445842,-0.177858122189625,0.262126625334072
45,-0.0538360290726216,0.012504557103815,-0.273843936959598,0.166171878814355
46,0.0964389790416088,0.0125146233910041,-0.123657465258111,0.316535423341328
47,0.234502122436589,0.0125864642223699,0.0137748447639506,0.455229400109227
48,-0.0777235416600139,0.0125094983473713,-0.297774913912612,0.142327830592584
49,0.0399434338192684,0.0125025086130586,-0.180046452532794,0.259933320171331
50,-0.140985446944786,0.0125312529815255,-0.361228076172944,0.0792571822833724
51,-0.0317205971411113,0.0125015820696273,-0.251702331770708,0.188261137488485
52,-0.193276287209323,0.0125587354138324,-0.413760292466444,0.0272077180477976
53,-0.0398480440707536,0.0125024966456231,-0.259837825135329,0.180141736993822
54,-0.136302060572576,0.0125292110876043,-0.356526745449621,0.0839226243044687
55,-0.0373674753207568,0.0125021954846098,-0.257354606804764,0.18261965616325
