"ID","d","var","ci_lower","ci_upper"
1,-0.235263969174482,0.0251751554911131,-0.548645520933791,0.0781175825848273
2,0.239686688799141,0.0251818028759098,-0.0737362337129508,0.553109611311233
3,0.254414680882409,0.0252048317400269,-0.0591515221666691,0.567980883931488
4,0.30520618458415,0.0252947810604697,-0.00891903722531917,0.619331406393619
5,0.154083796594997,0.0250751323302947,-0.158674589005475,0.466842182195468
6,0.0431375431584522,0.025005888758322,-0.269188711536696,0.3554637978536
7,0.147617884284919,0.0250689589865847,-0.165101999347999,0.460337767917837
8,-0.169996789919321,0.0250914522423509,-0.482856936879363,0.14286335704072
9,0.0124483150493736,0.0250004903814796,-0.299844224670776,0.324740854769523
10,-0.0516091463180988,0.0250084288100749,-0.363951263370976,0.260732970734778
11,0.107614752514615,0.0250366485283506,-0.204903539569324,0.420133044598553
12,0.0114103939906658,0.0250004120161108,-0.3008816562803,0.323702444261632
13,0.184186809431412,0.0251073569011662,-0.128772477777174,0.497146096639998
14,0.0987566001823281,0.0250308635002518,-0.213725584202389,0.411238784567045
15,-0.154017739134683,0.0250750679239499,-0.46677572306953,0.158740244800164
16,-0.127720002247845,0.0250516215157411,-0.440331730021474,0.184891725525783
17,0.140706834545183,0.0250626532066067,-0.171973716245834,0.453387385336201
18,-0.0968125158052374,0.0250296603266346,-0.409287189964864,0.215662158354389
19,0.159022838879949,0.0250800261496375,-0.153766065170927,0.471811742930824
20,0.0276182390642926,0.0250024138200285,-0.284686313699347,0.339922791827933
21,-0.126160846481349,0.02505036885818,-0.438764758386859,0.186443065424161
22,0.152477287021074,0.0250735738071434,-0.160271378814957,0.465225952857106
23,-0.181202280770318,0.0251039059068239,-0.494140059186713,0.131735497646076
24,-0.196261642567533,0.0251218944061497,-0.509311520530631,0.116788235395565
25,0.0421878867571894,0.0250056323347754,-0.27013676655494,0.354512540069319
26,-0.132407945391066,0.025055480582287,-0.44504375030884,0.180227859526708
27,0.259202632922545,0.0252126139396012,-0.0544119744655407,0.57281724031063
28,0.159309966885265,0.0250803153973069,-0.153480740855929,0.472100674626458
29,0.0407603025455147,0.0250052576021,-0.271562010520028,0.353082615611058
30,-0.236347734892147,0.0251767729486983,-0.549739353584843,0.0770438838005494
31,-0.364850811819479,0.0254212535281181,-0.679760358584039,-0.049941265054918
32,-0.0378540179738775,0.025004534578091,-0.350171815625765,0.27446377967801
33,0.227787825131239,0.0251642002951836,-0.0855255338044965,0.541101184066974
34,-0.118320823278328,0.0250443032190546,-0.43088688629376,0.194245239737105
35,-0.118487347013271,0.0250444280107666,-0.4310541887608,0.194079494734259
36,-0.153271012726333,0.0250743417827283,-0.466024468097002,0.159482442644337
37,0.0516146535962106,0.0250084306090692,-0.260727474690912,0.363956781883333
38,0.0624403855735992,0.0250123379802234,-0.249926142264502,0.374806913411701
39,-0.325869186378336,0.0253360466032623,-0.640250533459876,-0.0114878392967958
40,-0.18621478473518,0.0251097340064999,-0.499188886716704,0.126759317246344
41,0.182962255419598,0.0251059341357855,-0.129988164389099,0.495912675228295
42,-0.144587678240223,0.0250661569515788,-0.457290084550924,0.168114728070478
43,0.0568274293825411,0.0250102194833235,-0.255525869753507,0.369180728518589
44,0.0392655756038243,0.0250048790678085,-0.273054373455821,0.351585524663469
45,-0.0496379394834061,0.0250077972311271,-0.361976112467012,0.2627002335002
46,0.229456338417692,0.0251666145925318,-0.083872050073131,0.542784726908515
47,0.0635874412400396,0.0250127954515299,-0.248781943149703,0.375956825629783
48,-0.0508274246193187,0.0250081754021944,-0.363167959202641,0.261513109964004
49,0.139939120882341,0.0250619713846624,-0.172737176689568,0.45261541845425
50,0.0731921462971829,0.0250169528173405,-0.239203196403469,0.385587488997835
51,-0.0650217860285559,0.0250133792172732,-0.377394815542297,0.247351243485185
52,-0.12160169001761,0.0250467942120732,-0.434183297097383,0.190979917062164
53,0.105006833394845,0.0250348937818342,-0.207500506744131,0.417514173533821
54,0.0561921347872043,0.0250099922658606,-0.256159745483139,0.368544015057548
55,-0.0445140349742799,0.0250062705674357,-0.356842674078885,0.267814604130326
