"ID","direct_est","direct_var","direct_ci_upper","direct_ci_lower","indirect_est","indirect_var","indirect_ci_upper","indirect_ci_lower"
10598,0.199131189530246,0.0162640886221152,0.449086838992256,-0.0508244599317648,0.0950952955543236,0.00219419472096382,0.186904383694698,0.00328620741394962
68671,0.223368294395179,0.0147133375320705,0.461109078116488,-0.0143724893261303,0.0708581986164325,0.00234362633701983,0.165742043736431,-0.0240256465035661
6578,0.23770770553758,0.0155574981413041,0.482173425962438,-0.00675801488727862,0.056518762674411,0.00170321407668307,0.13740650425745,-0.0243689789086284
71721,0.207135860303705,0.0160189362584528,0.455200537330021,-0.0409288167226111,0.0870906600139282,0.00225882032291439,0.180241963031238,-0.00606064300338144
73511,0.229369266913838,0.0157288802958225,0.475177822403734,-0.0164392885760575,0.0648572243749908,0.00205461323117353,0.153698161560538,-0.0239837128105568
99887,0.218668209412777,0.0157092691245836,0.464323476902179,-0.0269870580766243,0.0755582765856421,0.00208768950822479,0.165111463442619,-0.0139949102713352
18797,0.238025615190245,0.0153059333039105,0.48050677425062,-0.0044555438701297,0.0562008686389707,0.00189702130289535,0.141566723739544,-0.0291649864616021
58090,0.2415550578147,0.0158996854018249,0.488694667616734,-0.00558455198733512,0.0526714328052709,0.00148000452018216,0.12807286792902,-0.0227300023184781
25456,0.220558183706535,0.0153950062671602,0.463743879461084,-0.0226275120480136,0.0736683005425487,0.0019970925533118,0.161256820364853,-0.0139202192797554
63813,0.210066889442902,0.0156163054320683,0.454994213865214,-0.0348604349794097,0.0841596029333479,0.00231633720893156,0.178489417959946,-0.0101702120932498
57642,0.223791127731437,0.0155359030780299,0.468087120159775,-0.0205048646969021,0.0704353784698507,0.00188239147348278,0.155471425707536,-0.0146006687678347
12798,0.242573452193053,0.0157509618599782,0.48855449083512,-0.00340758644901315,0.0516530363566536,0.00148988850129641,0.127305830919418,-0.0239997582061107
3469,0.220052132460367,0.0158877323757285,0.467098827794609,-0.0269945628738752,0.0741743628194828,0.00199392159389314,0.161693319021173,-0.013344593382207
83342,0.223458136633172,0.0156454027868281,0.468613537427797,-0.0216972641614532,0.0707683520795132,0.00194022813270615,0.157100886355665,-0.0155641821966386
62683,0.217543134242754,0.0159000796349712,0.464685807942581,-0.0295995394570727,0.0766833611197127,0.00193293082233577,0.162853391624833,-0.00948666938540724
82192,0.212505197023718,0.016258570143413,0.462418437347812,-0.0374080433003752,0.0817212914831922,0.0020872517702256,0.171265089279257,-0.00782250631287278
18044,0.234826861627605,0.015719369439179,0.480561088767179,-0.0109073655119696,0.0593996167406868,0.00165846057113024,0.139217584578397,-0.020418351097023
54652,0.220438428293161,0.015934272279466,0.467846695736463,-0.0269698391501405,0.0737880672159994,0.00178518211999748,0.156599320083045,-0.00902318565104611
67848,0.226094350527822,0.0150623773652609,0.466638530233765,-0.0144498291781216,0.0681321480194717,0.00238376056195688,0.163824979711046,-0.0275606836721029
73621,0.197901605921936,0.0163491189088648,0.44850980020743,-0.0527065883635576,0.0963248980848759,0.00220161896100563,0.188289176897698,0.00436061927205375
46330,0.222698317366407,0.0153772061408807,0.465743383491021,-0.0203467487582075,0.0715281745075355,0.00195818279024668,0.158259244788747,-0.0152028957736765
18688,0.210416279747807,0.0154732232027519,0.454218965862584,-0.0333864063669694,0.0838102127331988,0.00220535103256995,0.175852405106005,-0.00823197963960771
8022,0.215020652664332,0.0157612053899098,0.461081664346071,-0.0310403590174061,0.0792058459548686,0.0021926713591625,0.170983058450881,-0.0125713665411435
37181,0.212114365728413,0.0155169626444366,0.45626139729106,-0.0320326658342334,0.0821121234483992,0.00214749338651005,0.172938922423103,-0.00871467552630492
13379,0.242025052403935,0.0154038900343103,0.48528090381414,-0.00123079900626977,0.05220150038867,0.00184344720978712,0.136353306932087,-0.031950306154747
13935,0.224914507962383,0.0155498824848251,0.469320386026084,-0.0194913701013177,0.069311978929546,0.00199678050582965,0.156893655592587,-0.0182696977334946
3218,0.235618716010546,0.0157297375362033,0.481433969820499,-0.0101965377994076,0.0586077847238184,0.00205457778820278,0.147447955633682,-0.0302323861860453
86743,0.230957970949661,0.0151300020351642,0.472041524464,-0.0101255825646793,0.0632685317940656,0.00194079630924881,0.149613705957619,-0.0230766423694882
64503,0.243965530103149,0.0155361523955673,0.488263482733948,-0.000332422527650006,0.0502609578477708,0.00181041269059954,0.13365535693668,-0.0331334412411379
37432,0.232205420305804,0.0158399528076052,0.478880361133108,-0.0144695205214994,0.0620210665579457,0.00159303734653417,0.140248858080773,-0.0162067249648811
38388,0.231280150709109,0.0153924807534154,0.474445898631328,-0.0118855972131094,0.0629463349145699,0.00177354068300282,0.145487133920765,-0.019594464091625
63914,0.217144007217251,0.0154078187195721,0.460430877245118,-0.0261428628106161,0.0770824877237089,0.00196737847028266,0.164016965224359,-0.00985198977694114
16545,0.219206548475639,0.0162572111805681,0.469109344157241,-0.030696247205963,0.0750199435123702,0.00173651479194632,0.156694603381806,-0.00665471635706566
10070,0.230938377148425,0.0161209333235132,0.47979154974912,-0.017914795452271,0.0632881188719229,0.00159970266143707,0.141679393254122,-0.0151031555102766
47957,0.244598212573553,0.0154257105694008,0.48802629627036,0.00117012887674703,0.0496282879882074,0.00164728827472965,0.12917695279904,-0.0299203768226252
92043,0.232393390171449,0.0157261443745478,0.478180566450269,-0.0133937861073715,0.0618331014209061,0.00178902456426206,0.144733428276854,-0.0210672254350415
69696,0.234248731682416,0.0155633407700541,0.478760352429964,-0.0102628890651316,0.0599777480183128,0.00173593904587602,0.141638867040573,-0.0216833710039475
5570,0.224316526088488,0.0150297677998171,0.464600179480873,-0.0159671273038971,0.0699099615085997,0.00225990246610922,0.163083575060633,-0.0232636520434338
10349,0.242975025825178,0.0155872161232472,0.487674124447779,-0.00172407279742351,0.0512514823280741,0.001694684421176,0.131936427751737,-0.0294334630955887
68146,0.21421195855517,0.0152669624470939,0.456384226904778,-0.0279603097944391,0.0800145230401312,0.00215465079732468,0.170992555063793,-0.010963508983531
25161,0.218644360226485,0.0160496271521064,0.466946558751409,-0.0296578382984397,0.0755821411686553,0.00216056185178968,0.166684881979307,-0.015520599641996
74994,0.19522067117031,0.0157272730793048,0.441016667671394,-0.0505753253307727,0.0990058148226944,0.00242957510370282,0.195613851303403,0.00239777834198525
59430,0.225446821303427,0.0150240560586517,0.465684813030611,-0.0147911704237566,0.0687796719245525,0.00209708095190685,0.158534059674747,-0.0209747158256415
5610,0.218624815378385,0.0160404984066094,0.466856388898756,-0.029606758141987,0.0756016748589996,0.00199054365032993,0.163046465804696,-0.011843116086697
20080,0.23289418093395,0.0157769574261952,0.479078120841844,-0.0132897589739431,0.0613323121093198,0.00169086788372661,0.141926352500468,-0.0192617282818283
23209,0.222623049270691,0.0154390934921689,0.466156705833831,-0.0209106072924488,0.0716034393678209,0.00204975527967229,0.160339286123016,-0.0171324073873742
20114,0.219827025881981,0.0153861952831424,0.462943120757145,-0.0232890689931833,0.0743994547017959,0.00190594710790956,0.159965904490575,-0.0111669950869832
34526,0.203307356347716,0.0158603601364251,0.450141147278892,-0.0435264345834606,0.0909191409050999,0.00233469662211166,0.185622049691766,-0.00378376788156622
12491,0.222596476770759,0.0158389021550632,0.469263236577748,-0.0240702830362297,0.0716300214262485,0.00179489040012039,0.154666143443848,-0.0114061005913512
8496,0.228205791552604,0.0155831668944774,0.472873104287957,-0.0164615211827494,0.0660207050148193,0.00181189832623511,0.149449314061817,-0.0174079040321785
69165,0.213355175281442,0.0152755228474352,0.455595328813004,-0.0288849782501193,0.0808713335333405,0.00238020098349943,0.176492691310192,-0.0147500242435114
69984,0.224766862710297,0.015165777885454,0.466135276614778,-0.0166015511941847,0.0694596227276006,0.00200772661447082,0.157281027366227,-0.0183617819110254
35141,0.240322305131547,0.0158756343948402,0.487274923623787,-0.00663031336069367,0.0539041775727735,0.00154981841043864,0.131063516626796,-0.0232551614812494
42272,0.212100150542624,0.0157177774717078,0.457821934091416,-0.0336216330061681,0.0821263417592433,0.00216479446755658,0.173318275626143,-0.00906559210765676
90650,0.247091670646163,0.0151195035778364,0.488091567707543,0.00609177358478244,0.0471348378439164,0.0017459219914801,0.129030426457804,-0.034760750769971
20122,0.222533170320559,0.0156051440471091,0.467372951091514,-0.0223066104503969,0.0716933239758514,0.00194203359988421,0.158066017012248,-0.0146793690605451
19709,0.217730074110936,0.0152797740277635,0.460003933033365,-0.024543784811493,0.0764964086579348,0.00210652159666476,0.166452597819607,-0.0134597805037372
82567,0.218413101700636,0.0154748544157906,0.462228638519962,-0.0254024351186899,0.0758133823430185,0.00215788655240806,0.166859702042418,-0.0152329373563805
32062,0.208101179103946,0.0158442601660199,0.454809656810185,-0.0386072986022929,0.0861253081525045,0.00233946567505134,0.180924891765182,-0.00867427546017338
93408,0.221861554537247,0.015496597767121,0.465848320947346,-0.0221252118728512,0.0723649299884333,0.00191296063291037,0.158088669389688,-0.0133588094128209
93019,0.220468026776765,0.0159715035079424,0.468165166506581,-0.0272291129530518,0.0737584640553714,0.00192343642221344,0.159716603926801,-0.0121996758160577
55224,0.23759329330905,0.0151495080940523,0.478832202892629,-0.00364561627452842,0.0566332008998617,0.00203768860011953,0.14510747313059,-0.0318410713308665
63447,0.190808046303394,0.0155147777201238,0.434937888240176,-0.053321795633388,0.103418440463652,0.00258385792140748,0.203046668409406,0.00379021251789795
81819,0.238476289071944,0.0157303372525491,0.484296228847581,-0.00734365070369367,0.0557502054741211,0.00164902588002714,0.135340814294403,-0.0238404033461607
21047,0.219430825343438,0.0155394284004942,0.46375453335726,-0.0248928826703842,0.0747956679538428,0.00210424916401539,0.16470332342347,-0.0151119875157843
58238,0.229495883902304,0.015541569462454,0.473836423107271,-0.0148446553026643,0.0647306101098186,0.00197405174326193,0.151812402016394,-0.0223511817967571
58400,0.221734182885437,0.0158436133559439,0.468437624851409,-0.0249692590805351,0.0724923070750961,0.00209837781508489,0.162274443198641,-0.0172898290484486
93740,0.223894816539302,0.0155826500472686,0.468558071798178,-0.0207684387195735,0.0703316651964181,0.001964103963847,0.157193765658474,-0.0165304352656381
5554,0.233606509416221,0.0157229480460082,0.479368706384456,-0.0121556875520148,0.0606199788504996,0.00158644495623054,0.13868573940311,-0.0174457817021109
49392,0.231133105358383,0.0161612796380557,0.480297489288578,-0.0180312785718121,0.0630933820864727,0.00149932190675372,0.138985301048632,-0.0127985368756869
54677,0.206335287791592,0.0153259188510062,0.44897470370632,-0.0363041281231352,0.0878912001309526,0.00243443002674119,0.184595712433055,-0.00881331217115028
41232,0.229000393807543,0.0152019525636196,0.470656502290839,-0.0126557146757522,0.0652260879618985,0.00204224513563925,0.153799224918433,-0.0233470489946362
38980,0.201701807444368,0.0159252358755964,0.449039911718547,-0.0456362968298101,0.0925246959995484,0.00244150870595058,0.189369701829872,-0.00432030983077498
5443,0.223372738223979,0.0156329781786081,0.468430776080183,-0.0216852996322247,0.0708537534192644,0.00190462813569719,0.156390590817056,-0.0146830839785268
31545,0.229038636786319,0.0155367949016568,0.473341640902693,-0.015264367330055,0.0651878580085552,0.00190830180514005,0.150807147902257,-0.0204314318851466
69400,0.20068972231374,0.0155446966434686,0.445054842648183,-0.0436753980207024,0.0935367639647372,0.002447805397654,0.190506571823475,-0.00343304389400118
65258,0.201117856734903,0.0162314712484875,0.450822739347048,-0.0485870258772426,0.0931086465989164,0.00220977477822481,0.185243107109407,0.000974186088426005
83340,0.232786078989623,0.0155149385933675,0.47691718661833,-0.0113450286390835,0.0614404089338939,0.00163771246239975,0.140757525525751,-0.0178767076579631
80974,0.223402765786402,0.0154708140821905,0.467186471598234,-0.0203809400254297,0.0708237242163326,0.00187128845834539,0.155608614110547,-0.0139611656778815
62736,0.207350901015224,0.0157672135041712,0.453458807010473,-0.038757004980024,0.086875595485713,0.00213540115528626,0.177446317044586,-0.00369512607315951
37984,0.212975418687017,0.0155848774921964,0.457656159882222,-0.0317053225081881,0.0812510856394815,0.00211872815953248,0.171467530798272,-0.008965359519309
67563,0.221595116096624,0.0150311035994716,0.461889447088759,-0.0186992148955104,0.0726314037200707,0.00220792902392685,0.164727377706073,-0.0194645702659313
59531,0.200744944075538,0.015727759274662,0.446544739835023,-0.0450548516839461,0.093481553726807,0.00242084104681896,0.189915786200556,-0.00295267874694205
46006,0.238166171807605,0.015447941569539,0.481769602415371,-0.00543725880016166,0.0560603533768241,0.00189520093574036,0.141385240435569,-0.0292645336819208
45027,0.224542956415026,0.0156633510976155,0.469838937294379,-0.0207530244643275,0.069683538419167,0.00192555421909561,0.155688987314395,-0.0163219104760606
31239,0.197819971626418,0.0158681486531533,0.444714361217881,-0.0490744179650455,0.0964065267922774,0.0024018474903425,0.192461710034715,0.000351343549839858
4085,0.204790825062121,0.014709655505275,0.442501859492815,-0.0329202093685735,0.0894356603732374,0.0026267587264641,0.189887566674764,-0.0110162459282898
22270,0.226290322542972,0.015821463902346,0.472821257851222,-0.0202406127652783,0.0679361818491506,0.0019186181387176,0.153786589958376,-0.0179142262600744
78618,0.223004397521643,0.0145365311633947,0.459312429251243,-0.0133036342079564,0.0712221176230313,0.00233494494477761,0.165930062664359,-0.0234858274182962
43804,0.240884658802429,0.0153800113205342,0.483951892607485,-0.00218257500262661,0.0533418665580792,0.00188472040402384,0.138430501642793,-0.0317467685266345
2156,0.21580201807695,0.0147366462134094,0.453731040232613,-0.0221270040787142,0.0784244649108851,0.00269668436401502,0.180204629662046,-0.0233556998402756
70770,0.219159908241661,0.0156612261854431,0.464439249958317,-0.0261194334749948,0.0750665875940193,0.00229795873600245,0.169021437687071,-0.0188882624990319
6231,0.237705278735393,0.015425383422314,0.481130781118025,-0.00572022364723943,0.0565212198386377,0.00184197289825144,0.140639369113735,-0.0275969294364592
94535,0.24208526477685,0.0155888878259213,0.486797484830727,-0.00262695527702592,0.052141232711879,0.00178209254201438,0.134880794680833,-0.0305983292570747
54641,0.204535805846847,0.0159567044055612,0.452118161615492,-0.0430465499217978,0.0896906979164813,0.00224242151826488,0.182503250521465,-0.00312185468850273
54410,0.223901640232507,0.0155456477104861,0.468274235915514,-0.0204709554504993,0.0703248429606623,0.00194385361085875,0.156737999363906,-0.0160883134425815
90207,0.214546458123171,0.0154324686815455,0.458027859757483,-0.0289349435111402,0.0796800308592797,0.00208247268271643,0.169121257683802,-0.00976119596524226
44108,0.208387916181164,0.0163579365157029,0.459063681895765,-0.0422878495334363,0.0858385773171912,0.00217263010917475,0.177195400253385,-0.00551824561900226
4650,0.197919843635993,0.0150779274308931,0.438588157560344,-0.0427484702883586,0.0963066511982496,0.00241858159377554,0.192695870496766,-8.25681002668277e-05
13217,0.18743234277587,0.0159242316034398,0.434762648148685,-0.0598979625969454,0.106794164762762,0.00248655302879031,0.204528452837983,0.00905987668754155
69848,0.220694189193162,0.0162354616182682,0.470429763834696,-0.0290413854483726,0.0735323046064213,0.00176957453961952,0.15598075955918,-0.00891615034633771
